"image","xmin","ymin","xmax","ymax","label"
"mahjan11.jpg",273.907649896623,86.15349264705883,428.72501722949687,123.21231617647058,"round_0"
"mahjan11.jpg",1205.4583046175053,582.4770220588235,1499.2143349414198,717.4770220588235,"team_abemas"
"mahjan10.jpg",780.7029634734666,562.6240808823529,854.803583735355,675.1240808823529,"ton"
"mahjan10.jpg",861.4197105444522,544.0946691176471,928.9042039972434,646.0064338235294,"ton"
"mahjan10.jpg",930.2274293590627,520.2711397058823,1000.3583735354928,630.1240808823529,"ton"
"mahjan10.jpg",1003.0048242591317,493.80055147058823,1066.5196416264646,608.9476102941177,"5sr"
"mahjan10.jpg",1073.1357684355617,480.56525735294116,1134.0041350792558,581.1534926470588,"4s"
"mahjan10.jpg",1140.6202618883528,463.359375,1198.842177808408,566.5946691176471,"7p"
"mahjan10.jpg",1209.4279807029636,438.21231617647055,1257.0640937284634,542.7711397058823,"6p"
"mahjan10.jpg",1261.0337698139215,421.0064338235294,1320.578911095796,524.2417279411765,"5p"
"mahjan10.jpg",1324.5485871812543,407.7711397058823,1376.1543762922122,503.06525735294116,"4m"
"mahjan10.jpg",1382.7705031013095,391.88878676470586,1433.053066850448,488.5064338235294,"4m"
"mahjan10.jpg",1446.2853204686423,376.0064338235294,1496.5678842177808,468.6534926470588,"nan"
"mahjan10.jpg",39.69676085458305,34.53584558823529,259.3521709166092,121.88878676470587,"hand_ton_1"
"mahjan10.jpg",267.2915230875259,82.18290441176471,422.1088904203998,120.56525735294119,"round_0"
"mahjan10.jpg",1184.2866988283943,590.4181985294117,1470.103376981392,712.1829044117646,"team_exfurinkazan"
"mahjan13.jpg",706.6023432115783,546.7417279411765,789.9655410062027,660.5652573529412,"9p"
"mahjan13.jpg",793.935217091661,522.9181985294117,864.066161268091,632.7711397058823,"1m"
"mahjan13.jpg",865.3893866299104,493.80055147058823,924.9345279117849,604.9770220588235,"1m"
"mahjan13.jpg",935.5203308063406,477.91819852941177,1000.3583735354929,587.7711397058823,"2m"
"mahjan13.jpg",999.0351481736734,460.71231617647055,1065.1964162646452,565.2711397058823,"4m"
"mahjan13.jpg",1066.5196416264646,439.5358455882353,1132.6809097174364,546.7417279411765,"4s"
"mahjan13.jpg",1136.6505858028945,417.0358455882353,1189.579600275672,524.2417279411765,"5sr"
"mahjan13.jpg",1193.5492763611303,401.1534926470588,1250.447966919366,507.03584558823525,"6s"
"mahjan13.jpg",1253.0944176430048,383.9476102941176,1308.669882839421,485.859375,"ton"
"mahjan13.jpg",1307.3466574776016,364.0946691176471,1365.5685733976568,464.6829044117647,"ton"
"mahjan13.jpg",1368.2150241212958,349.5358455882353,1415.8511371467955,447.47702205882354,"chun"
"mahjan13.jpg",1423.790489317712,328.359375,1466.1337008959338,430.2711397058823,"7m"
"mahjan13.jpg",1467.4569262577534,316.4476102941176,1517.7394900068919,410.4181985294117,"2p"
"mahjan13.jpg",1521.7091660923502,303.21231617647055,1571.9917298414887,399.8299632352941,"9m"
"mahjan13.jpg",50.282563749138525,38.50643382352941,263.32184700206756,125.859375,"hand_ton_2"
"mahjan13.jpg",269.93797381116474,87.47702205882352,422.10889042039975,121.88878676470588,"round_0"
"mahjan13.jpg",1163.1150930392832,585.1240808823529,1437.0227429359063,713.5064338235294,"team_kadokawa"
"mahjan1.jpg",673.5217091660924,586.4476102941177,742.329427980703,689.6829044117648,"1p"
"mahjan1.jpg",751.5920055134391,566.5946691176471,821.7229496898691,661.8887867647059,"1p"
"mahjan1.jpg",824.369400413508,536.1534926470588,897.1467953135768,643.359375,"1p"
"mahjan1.jpg",901.1164713990352,512.3299632352941,968.6009648518263,618.2123161764706,"9p"
"mahjan1.jpg",968.6009648518263,492.47702205882354,1034.7622329427982,593.0652573529412,"3s"
"mahjan1.jpg",1040.0551343900759,467.3299632352941,1099.6002756719504,577.1829044117646,"6s"
"mahjan1.jpg",1104.893177119228,450.1240808823529,1160.4686423156443,552.0358455882352,"1m"
"mahjan1.jpg",1173.7008959338389,427.6240808823529,1222.660234321158,528.2123161764706,"5m"
"mahjan1.jpg",1230.5995864920744,411.74172794117646,1280.882150241213,514.9770220588235,"8m"
"mahjan1.jpg",1292.791178497588,398.5064338235294,1341.750516884907,495.1240808823529,"9m"
"mahjan1.jpg",1348.3666436940043,379.97702205882354,1390.7098552722262,479.24172794117646,"sha"
"mahjan1.jpg",1402.6188835286011,362.7711397058823,1448.9317711922813,464.68290441176464,"pei"
"mahjan1.jpg",1455.5478980013784,352.1829044117647,1505.8304617505169,440.859375,"hatsu"
"mahjan1.jpg",46.31288766368022,33.21231617647059,264.645072363887,127.1829044117647,"hand_ton_1"
"mahjan1.jpg",273.907649896623,86.15349264705883,422.1088904203997,119.24172794117646,"round_0"
"mahjan1.jpg",1186.9331495520332,587.7711397058823,1482.0124052377673,718.8005514705882,"team_segasammy"
"mahjan14.jpg",44.98966230186079,34.53584558823529,269.93797381116474,119.24172794117646,"hand_ton_2"
"mahjan14.jpg",261.99862164024813,82.18290441176471,427.4017918676775,119.24172794117646,"round_0"
"mahjan14.jpg",1185.6099241902136,585.1240808823529,1467.4569262577534,713.5064338235294,"team_exfurinkazan"
"mahjan14.jpg",629.855272226051,602.3299632352941,715.8649207443143,729.3887867647059,"9s"
"mahjan14.jpg",717.1881461061338,579.8299632352941,803.197794624397,702.9181985294118,"8s"
"mahjan14.jpg",793.935217091661,557.3299632352941,875.975189524466,675.1240808823529,"8s"
"mahjan14.jpg",874.6519641626465,529.5358455882352,946.1061337008961,648.6534926470588,"7s"
"mahjan14.jpg",947.4293590627154,509.6829044117647,1014.9138525155066,622.1829044117646,"6s"
"mahjan14.jpg",1012.2674017918678,488.5064338235294,1086.368022053756,602.3299632352941,"5s"
"mahjan14.jpg",1086.368022053756,473.9476102941176,1149.8828394210889,579.8299632352941,"4m"
"mahjan14.jpg",1151.2060647829085,450.1240808823529,1210.751206064783,552.0358455882352,"6m"
"mahjan14.jpg",1213.397656788422,432.91819852941177,1268.9731219848381,534.8299632352941,"8m"
"mahjan14.jpg",1270.2963473466575,411.74172794117646,1323.225361819435,516.3005514705883,"8m"
"mahjan14.jpg",1333.8111647139904,394.5358455882353,1384.0937284631289,496.4476102941177,"8p"
"mahjan14.jpg",1390.7098552722262,378.65349264705884,1442.315644383184,480.5652573529412,"9p"
"mahjan14.jpg",1442.315644383184,357.47702205882354,1496.5678842177808,460.7123161764706,"9p"
"mahjan16.jpg",47.63611302549966,31.88878676470588,264.645072363887,123.2123161764706,"hand_nan_3"
"mahjan16.jpg",269.93797381116474,80.859375,420.7856650585803,117.91819852941177,"round_1"
"mahjan16.jpg",1208.104755341144,581.1534926470588,1504.5072363886975,713.5064338235294,"team_abemas"
"mahjan16.jpg",617.9462439696762,624.8299632352941,709.2487939352172,751.8887867647059,"5mr"
"mahjan16.jpg",706.6023432115783,607.6240808823529,784.672639558925,724.0946691176471,"6m"
"mahjan16.jpg",791.2887663680222,577.1829044117646,856.1268090971745,700.2711397058823,"9m"
"mahjan16.jpg",869.3590627153687,556.0064338235294,934.1971054445211,668.5064338235294,"9m"
"mahjan16.jpg",940.8132322536183,541.4476102941177,1009.6209510682289,635.4181985294118,"hatsu"
"mahjan16.jpg",1010.9441764300483,511.0064338235294,1073.1357684355617,620.859375,"sha"
"mahjan16.jpg",1077.10544452102,487.1829044117647,1141.9434872501722,598.359375,"6p"
"mahjan16.jpg",1152.5292901447278,464.6829044117647,1204.1350792556857,570.5652573529412,"8p"
"mahjan16.jpg",1209.4279807029636,443.5064338235294,1262.356995175741,553.359375,"8p"
"mahjan16.jpg",1271.6195727084769,428.9476102941176,1321.9021364576154,528.2123161764706,"1s"
"mahjan16.jpg",1333.8111647139904,411.74172794117646,1386.7401791867678,518.9476102941177,"3s"
"mahjan16.jpg",1388.0634045485872,393.21231617647055,1442.315644383184,495.1240808823529,"7s"
"mahjan16.jpg",1443.6388697450036,376.0064338235294,1489.9517574086838,479.24172794117646,"7s"
"mahjan16.jpg",1500.5375603032392,360.1240808823529,1546.8504479669193,459.38878676470586,"3m"
"mahjan18.jpg",46.31288766368022,31.88878676470588,261.99862164024813,120.56525735294117,"hand_nan_3"
"mahjan18.jpg",271.26119917298416,83.5064338235294,419.46243969676084,117.91819852941177,"round_1"
"mahjan18.jpg",1189.579600275672,585.1240808823529,1466.133700895934,713.5064338235294,"team_raiden"
"mahjan18.jpg",692.0468642315644,566.5946691176471,771.4403859407305,689.6829044117648,"3s"
"mahjan18.jpg",775.4100620261889,546.7417279411765,845.541006202619,664.5358455882352,"3s"
"mahjan18.jpg",849.5106822880772,522.9181985294117,914.3487250172295,638.0652573529411,"8s"
"mahjan18.jpg",916.9951757408684,499.0946691176471,985.802894555479,611.5946691176471,"9s"
"mahjan18.jpg",988.4493452791179,479.24172794117646,1046.671261199173,587.7711397058823,"2m"
"mahjan18.jpg",1054.6106133700896,460.71231617647055,1110.1860785665058,562.6240808823529,"3m"
"mahjan18.jpg",1108.8628532046864,434.24172794117646,1176.3473466574776,546.7417279411765,"4m"
"mahjan18.jpg",1177.6705720192972,421.0064338235294,1230.5995864920746,525.5652573529412,"7p"
"mahjan18.jpg",1233.2460372157134,401.1534926470588,1291.4679531357685,504.38878676470586,"9p"
"mahjan18.jpg",1298.0840799448656,386.5946691176471,1349.6898690558235,484.5358455882353,"haku"
"mahjan18.jpg",1352.3363197794624,369.38878676470586,1397.3259820813232,467.3299632352941,"7m"
"mahjan18.jpg",1401.2956581667815,354.8299632352941,1451.57822191592,447.4770220588235,"8m"
"mahjan18.jpg",1455.5478980013784,334.97702205882354,1501.8607856650585,431.5946691176471,"9s"
"mahjan18.jpg",1509.8001378359752,324.38878676470586,1556.1130254996554,415.71231617647055,"pei"
"mahjan15.jpg",48.95933838731909,35.859375,260.6753962784287,120.56525735294117,"hand_nan_2"
"mahjan15.jpg",271.26119917298416,82.18290441176471,427.4017918676775,116.59466911764707,"round_0"
"mahjan15.jpg",1163.1150930392832,586.4476102941177,1443.6388697450034,712.1829044117648,"team_kadokawa"
"mahjan15.jpg",668.2288077188147,513.6534926470588,746.2991040661614,635.4181985294117,"1m"
"mahjan15.jpg",751.5920055134391,495.1240808823529,827.0158511371469,607.6240808823529,"1m"
"mahjan15.jpg",825.6926257753274,477.91819852941177,895.8235699517575,586.4476102941177,"2m"
"mahjan15.jpg",898.4700206753963,459.38878676470586,960.6616126809098,569.2417279411765,"4m"
"mahjan15.jpg",961.9848380427292,444.8299632352941,1024.1764300482425,544.0946691176471,"2p"
"mahjan15.jpg",1028.1461061337009,422.3299632352941,1096.9538249483114,521.5946691176471,"3p"
"mahjan15.jpg",1096.9538249483116,399.8299632352941,1153.8525155065474,508.359375,"4s"
"mahjan15.jpg",1156.4989662301862,381.30055147058823,1209.4279807029636,483.2123161764706,"5sr"
"mahjan15.jpg",1210.751206064783,364.0946691176471,1271.619572708477,468.65349264705884,"6s"
"mahjan15.jpg",1272.9427980702965,349.5358455882353,1319.2556857339766,446.15349264705884,"ton"
"mahjan15.jpg",1316.6092350103377,333.65349264705884,1377.4776016540318,432.91819852941177,"ton"
"mahjan15.jpg",1384.0937284631289,316.4476102941176,1429.0833907649896,413.06525735294116,"7m"
"mahjan15.jpg",1433.053066850448,304.5358455882353,1479.3659545141281,401.15349264705884,"9m"
"mahjan15.jpg",1480.6891798759477,289.97702205882354,1532.2949689869056,386.5946691176471,"1p"
"mahjan17.jpg",668.2288077188147,530.859375,741.0062026188835,643.359375,"1m"
"mahjan17.jpg",742.329427980703,513.6534926470588,816.4300482425914,622.1829044117646,"3m"
"mahjan17.jpg",823.0461750516886,491.1534926470588,891.8538938662992,597.0358455882352,"6m"
"mahjan17.jpg",894.500344589938,467.3299632352941,959.3383873190903,574.5358455882352,"7m"
"mahjan17.jpg",965.9545141281875,447.47702205882354,1032.1157822191592,552.0358455882354,"8m"
"mahjan17.jpg",1030.7925568573398,426.30055147058823,1091.660923501034,534.8299632352941,"2s"
"mahjan17.jpg",1091.660923501034,409.0946691176471,1156.4989662301862,509.6829044117647,"3s"
"mahjan17.jpg",1156.4989662301862,391.88878676470586,1212.0744314266024,489.8299632352941,"4s"
"mahjan17.jpg",1214.7208821502413,370.71231617647055,1271.619572708477,471.3005514705882,"5s"
"mahjan17.jpg",1272.9427980702965,357.47702205882354,1320.5789110957962,448.80055147058823,"2p"
"mahjan17.jpg",1323.225361819435,338.9476102941176,1376.1543762922124,430.2711397058823,"4p"
"mahjan17.jpg",1381.4472777394901,325.71231617647055,1430.4066161268092,415.71231617647055,"ton"
"mahjan17.jpg",1430.4066161268092,309.8299632352941,1484.658855961406,402.4770220588235,"ton"
"mahjan17.jpg",1161.7918676774639,583.8005514705882,1438.345968297726,712.1829044117646,"team_kadokawa"
"mahjan17.jpg",47.63611302549966,30.565257352941174,260.6753962784287,121.88878676470588,"hand_nan_3"
"mahjan17.jpg",268.6147484493453,84.82996323529412,419.4624396967609,120.56525735294117,"round_1"
"mahjan19.jpg",594.1281874569263,578.5064338235294,670.8752584424535,696.3005514705882,"sha"
"mahjan19.jpg",677.4913852515507,554.6829044117646,752.9152308752584,669.829963235294,"4p"
"mahjan19.jpg",755.5616815988974,533.5064338235294,828.3390764989663,638.0652573529412,"5pr"
"mahjan19.jpg",828.3390764989663,504.38878676470586,894.500344589938,612.9181985294117,"4s"
"mahjan19.jpg",902.4396967608546,488.5064338235294,961.9848380427292,590.4181985294117,"ton"
"mahjan19.jpg",965.9545141281875,459.38878676470586,1028.1461061337009,567.9181985294117,"2m"
"mahjan19.jpg",1034.7622329427982,442.1829044117647,1094.3073742246727,541.4476102941177,"2m"
"mahjan19.jpg",1100.92350103377,419.6829044117647,1153.8525155065474,520.2711397058823,"4s"
"mahjan19.jpg",1151.2060647829085,567.9181985294117,1435.699517574087,700.2711397058823,"team_drivens"
"mahjan19.jpg",48.95933838731909,31.88878676470588,263.32184700206756,119.24172794117646,"hand_ton_3"
"mahjan19.jpg",269.93797381116474,80.859375,420.7856650585803,116.59466911764706,"round_1"
"mahjan20.jpg",594.1281874569263,574.5358455882352,680.1378359751895,696.3005514705882,"sha"
"mahjan20.jpg",673.5217091660924,557.3299632352941,756.8849069607168,672.4770220588235,"4p"
"mahjan20.jpg",747.6223294279807,526.8887867647059,828.3390764989663,646.0064338235294,"5pr"
"mahjan20.jpg",829.6623018607858,509.6829044117647,897.146795313577,614.2417279411765,"4s"
"mahjan20.jpg",899.7932460372158,487.1829044117647,960.6616126809098,590.4181985294117,"ton"
"mahjan20.jpg",960.6616126809098,458.06525735294116,1026.8228807718815,569.2417279411765,"2m"
"mahjan20.jpg",1028.1461061337009,444.8299632352941,1086.368022053756,542.7711397058823,"2m"
"mahjan20.jpg",1090.3376981392144,421.0064338235294,1152.5292901447278,522.9181985294117,"4s"
"mahjan20.jpg",1151.2060647829085,401.1534926470588,1214.7208821502413,501.7417279411764,"haku"
"mahjan20.jpg",1212.0744314266024,386.5946691176471,1268.9731219848381,483.2123161764706,"chun"
"mahjan20.jpg",1267.6498966230188,368.06525735294116,1329.8414886285323,468.6534926470588,"3p"
"mahjan20.jpg",1325.871812543074,344.24172794117646,1376.1543762922124,452.7711397058823,"5m"
"mahjan20.jpg",1377.4776016540318,334.97702205882354,1426.436940041351,430.2711397058824,"9s"
"mahjan20.jpg",1433.053066850448,321.74172794117646,1483.3356305995865,414.38878676470586,"2s"
"mahjan20.jpg",47.63611302549966,38.50643382352941,258.0289455547898,113.94761029411765,"hand_ton_3"
"mahjan20.jpg",269.93797381116474,82.18290441176471,415.4927636113026,113.94761029411765,"round_1"
"mahjan20.jpg",1149.8828394210889,571.8887867647059,1438.3459682977257,702.9181985294117,"team_drivens"
"mahjan21.jpg",1188.2563749138526,574.5358455882352,1484.658855961406,700.2711397058823,"team_pirates"
"mahjan21.jpg",46.31288766368022,27.918198529411764,259.3521709166093,111.30055147058823,"hand_ton_3"
"mahjan21.jpg",268.6147484493453,84.82996323529412,415.4927636113026,115.27113970588235,"round_1"
"mahjan21.jpg",661.6126809097175,608.9476102941177,738.3597518952447,717.4770220588235,"hatsu"
"mahjan21.jpg",746.2991040661614,589.0946691176471,821.7229496898692,698.9476102941177,"1p"
"mahjan21.jpg",828.3390764989663,559.9770220588235,902.4396967608546,672.4770220588235,"4p"
"mahjan21.jpg",911.7022742935907,538.8005514705882,969.9241902136458,651.3005514705882,"6p"
"mahjan21.jpg",981.8332184700207,509.6829044117647,1047.9944865609925,628.8005514705882,"5s"
"mahjan21.jpg",1049.317711922812,491.1534926470588,1114.1557546519641,604.9770220588234,"6s"
"mahjan21.jpg",1114.1557546519643,475.2711397058823,1178.9937973811166,587.7711397058823,"1m"
"mahjan21.jpg",1180.317022742936,459.38878676470586,1242.5086147484494,569.2417279411765,"4m"
"mahjan21.jpg",1250.447966919366,435.56525735294116,1299.4073053066852,542.7711397058823,"5m"
"mahjan21.jpg",1304.700206753963,419.6829044117647,1362.922122674018,530.859375,"9m"
"mahjan21.jpg",1368.2150241212958,403.80055147058823,1423.790489317712,500.41819852941177,"nan"
"mahjan21.jpg",1433.053066850448,386.5946691176471,1480.6891798759477,487.1829044117647,"sha"
"mahjan21.jpg",1489.9517574086838,373.359375,1536.264645072364,473.9476102941176,"pei"
"mahjan2.jpg",54.252239834596836,39.829963235294116,267.2915230875259,117.91819852941175,"hand_ton_1"
"mahjan2.jpg",275.2308752584425,84.82996323529412,424.75534114403865,116.59466911764706,"round_0"
"mahjan2.jpg",1190.9028256374916,577.1829044117646,1482.0124052377673,709.5358455882352,"team_konami"
"mahjan2.jpg",707.9255685733978,587.7711397058823,792.6119917298416,705.5652573529411,"2p"
"mahjan2.jpg",795.2584424534804,561.3005514705882,862.7429359062716,677.7711397058823,"4p"
"mahjan2.jpg",868.0358373535494,542.7711397058823,931.5506547208822,655.2711397058823,"7p"
"mahjan2.jpg",934.1971054445211,520.2711397058823,1004.3280496209511,628.8005514705882,"7p"
"mahjan2.jpg",1004.3280496209511,501.74172794117646,1074.4589937973813,608.9476102941177,"8m"
"mahjan2.jpg",1078.4286698828396,472.6240808823529,1139.2970365265337,586.4476102941176,"sha"
"mahjan2.jpg",1144.5899379738112,458.06525735294116,1202.8118538938663,559.9770220588235,"1s"
"mahjan2.jpg",1198.842177808408,432.91819852941177,1261.0337698139215,544.0946691176471,"2s"
"mahjan2.jpg",1261.0337698139215,417.0358455882353,1313.962784286699,520.2711397058823,"4s"
"mahjan2.jpg",1325.871812543074,403.80055147058823,1377.4776016540318,503.06525735294116,"5s"
"mahjan2.jpg",1382.7705031013095,383.9476102941176,1433.053066850448,485.859375,"6s"
"mahjan2.jpg",1435.699517574087,369.38878676470586,1487.3053066850448,471.3005514705882,"6s"
"mahjan2.jpg",1485.9820813232254,349.5358455882353,1536.264645072364,447.47702205882354,"8s"
"mahjan22.jpg",41.019986216402486,27.918198529411764,260.6753962784287,115.27113970588235,"hand_ton_3"
"mahjan22.jpg",273.907649896623,79.53584558823529,419.46243969676084,111.30055147058823,"round_1"
"mahjan22.jpg",1148.5596140592695,565.2711397058823,1454.224672639559,704.2417279411765,"team_drivens"
"mahjan22.jpg",562.3707787732599,583.8005514705882,647.0572019297038,704.2417279411764,"2s"
"mahjan22.jpg",647.0572019297036,559.9770220588235,729.0971743625087,679.0946691176471,"4s"
"mahjan22.jpg",731.7436250861475,540.1240808823529,805.8442453480359,647.3299632352941,"4s"
"mahjan22.jpg",801.8745692625776,517.6240808823529,879.9448656099242,624.8299632352941,"3p"
"mahjan22.jpg",878.6216402481048,492.47702205882354,952.7222605099931,601.0064338235294,"4p"
"mahjan22.jpg",950.0758097863543,468.6534926470588,1017.5603032391455,581.1534926470588,"5pr"
"mahjan22.jpg",1018.883528600965,450.1240808823529,1074.4589937973813,561.3005514705882,"5m"
"mahjan22.jpg",1094.3073742246727,431.5946691176471,1141.9434872501724,533.5064338235294,"2m"
"mahjan22.jpg",1147.2363886974501,410.41819852941177,1200.1654031702276,512.3299632352941,"2m"
"mahjan22.jpg",1205.4583046175053,399.8299632352941,1262.356995175741,496.4476102941176,"ton"
"mahjan22.jpg",1263.6802205375604,379.97702205882354,1315.2860096485183,472.6240808823529,"haku"
"mahjan22.jpg",1320.578911095796,357.47702205882354,1370.8614748449345,454.0946691176471,"chun"
"mahjan22.jpg",1378.8008270158512,341.5946691176471,1422.4672639558926,443.5064338235294,"9s"
"mahjan22.jpg",1429.0833907649896,328.359375,1483.3356305995865,421.0064338235294,"4s"
"mahjan4.jpg",678.8146106133702,583.8005514705882,756.8849069607169,691.0064338235294,"1p"
"mahjan4.jpg",760.8545830461751,558.6534926470588,832.3087525844246,671.1534926470588,"1p"
"mahjan4.jpg",836.2784286698829,536.1534926470588,902.4396967608546,642.0358455882352,"1p"
"mahjan4.jpg",909.0558235699518,513.6534926470588,972.5706409372847,624.829963235294,"5p"
"mahjan4.jpg",979.1867677463819,492.47702205882354,1049.317711922812,603.6534926470588,"3s"
"mahjan4.jpg",1050.6409372846313,469.97702205882354,1112.8325292901447,575.859375,"3s"
"mahjan4.jpg",1110.186078566506,448.80055147058823,1175.0241212956582,556.0064338235294,"6s"
"mahjan4.jpg",1175.0241212956582,432.91819852941177,1230.5995864920744,540.1240808823529,"5m"
"mahjan4.jpg",1233.2460372157134,411.74172794117646,1292.791178497588,518.9476102941177,"7m"
"mahjan4.jpg",1288.8215024121296,395.859375,1345.7201929703654,500.41819852941177,"8m"
"mahjan4.jpg",1349.6898690558237,376.0064338235294,1401.2956581667815,487.1829044117647,"9m"
"mahjan4.jpg",1406.5885596140592,365.41819852941177,1464.8104755341144,464.6829044117647,"hatsu"
"mahjan4.jpg",1459.5175740868367,346.88878676470586,1515.093039283253,444.8299632352941,"chun"
"mahjan4.jpg",1521.7091660923502,336.30055147058823,1568.0220537560303,431.5946691176471,"8p"
"mahjan4.jpg",47.63611302549966,34.53584558823529,264.645072363887,121.88878676470587,"hand_ton_1"
"mahjan4.jpg",272.5844245348036,87.47702205882352,419.46243969676084,123.21231617647058,"round_0"
"mahjan4.jpg",1194.8725017229497,591.7417279411765,1478.0427291523088,726.7417279411765,"team_segasammy"
"mahjan5.jpg",1188.2563749138526,579.8299632352941,1482.012405237767,712.1829044117648,"team_konami"
"mahjan5.jpg",42.34321157822192,30.565257352941174,269.93797381116474,125.859375,"hand_ton_1"
"mahjan5.jpg",276.5541006202619,80.859375,420.7856650585803,120.56525735294117,"round_0"
"mahjan5.jpg",664.2591316333563,608.9476102941177,738.3597518952447,728.0652573529412,"2p"
"mahjan5.jpg",744.9758787043419,589.0946691176471,824.369400413508,705.5652573529412,"4p"
"mahjan5.jpg",823.0461750516886,565.2711397058823,891.8538938662992,683.0652573529411,"4p"
"mahjan5.jpg",897.146795313577,541.4476102941177,960.6616126809098,655.2711397058824,"7p"
"mahjan5.jpg",965.9545141281875,520.2711397058823,1026.8228807718815,624.8299632352941,"7p"
"mahjan5.jpg",1033.4390075809788,496.4476102941176,1098.277050310131,611.5946691176471,"1s"
"mahjan5.jpg",1103.5699517574087,477.91819852941177,1165.7615437629222,579.8299632352941,"1s"
"mahjan5.jpg",1165.7615437629222,455.41819852941177,1222.660234321158,561.3005514705883,"4s"
"mahjan5.jpg",1229.276361130255,435.56525735294116,1279.5589248793935,545.4181985294117,"4s"
"mahjan5.jpg",1283.5286009648519,417.0358455882353,1339.104066161268,521.5946691176471,"8s"
"mahjan5.jpg",1343.0737422467264,399.8299632352941,1399.9724328049622,507.03584558823525,"6s"
"mahjan5.jpg",1396.0027567195039,381.30055147058823,1451.57822191592,487.1829044117647,"6s"
"mahjan5.jpg",1456.871123363198,369.38878676470586,1507.1536871123365,469.9770220588235,"ton"
"mahjan3.jpg",1182.963473466575,583.8005514705882,1484.658855961406,718.8005514705882,"team_segasammy"
"mahjan3.jpg",48.95933838731909,31.88878676470588,263.32184700206756,124.53584558823529,"hand_ton_1"
"mahjan3.jpg",271.26119917298416,83.5064338235294,418.13921433494147,117.91819852941177,"round_0"
"mahjan3.jpg",651.026878015162,593.0652573529411,727.7739490006892,692.329963235294,"1p"
"mahjan3.jpg",730.4203997243281,566.5946691176471,808.4906960716748,671.1534926470588,"1p"
"mahjan3.jpg",813.7835975189525,542.7711397058823,878.6216402481049,649.9770220588235,"1p"
"mahjan3.jpg",886.5609924190214,516.3005514705882,958.015161957271,627.4770220588234,"3s"
"mahjan3.jpg",960.6616126809098,493.80055147058823,1024.1764300482428,602.3299632352941,"3s"
"mahjan3.jpg",1022.8532046864232,469.97702205882354,1086.368022053756,579.8299632352941,"6s"
"mahjan3.jpg",1087.6912474155756,451.4476102941176,1147.2363886974501,563.9476102941176,"5m"
